latin_species,order,family,family_english,english,subspecies
Pnoepyga mutica,Passeriformes,Pnoepygidae,Cupwings,Chinese Cupwing,albiventer
Pnoepyga formosana,Passeriformes,Pnoepygidae,Cupwings,Taiwan Cupwing,albiventer
Pnoepyga immaculata,Passeriformes,Pnoepygidae,Cupwings,Nepal Cupwing,albiventer
Pnoepyga pusilla,Passeriformes,Pnoepygidae,Cupwings,Pygmy Cupwing,albiventer
Pnoepyga pusilla,Passeriformes,Pnoepygidae,Cupwings,Pygmy Cupwing,pusilla
Pnoepyga pusilla,Passeriformes,Pnoepygidae,Cupwings,Pygmy Cupwing,annamensis
Pnoepyga pusilla,Passeriformes,Pnoepygidae,Cupwings,Pygmy Cupwing,harterti
Pnoepyga pusilla,Passeriformes,Pnoepygidae,Cupwings,Pygmy Cupwing,lepida
Pnoepyga pusilla,Passeriformes,Pnoepygidae,Cupwings,Pygmy Cupwing,rufa
Pnoepyga pusilla,Passeriformes,Pnoepygidae,Cupwings,Pygmy Cupwing,everetti
Pnoepyga pusilla,Passeriformes,Pnoepygidae,Cupwings,Pygmy Cupwing,timorensis
Pnoepyga pusilla,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Pygmy Cupwing,timorensis
Melocichla pusilla,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Pygmy Cupwing,timorensis
Melocichla mentalis,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Moustached Grass Warbler,timorensis
Melocichla mentalis,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Moustached Grass Warbler,mentalis
Melocichla mentalis,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Moustached Grass Warbler,amauroura
Melocichla mentalis,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Moustached Grass Warbler,orientalis
Melocichla mentalis,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Moustached Grass Warbler,luangwae
Sphenoeacus mentalis,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Moustached Grass Warbler,luangwae
Sphenoeacus afer,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Cape Grassbird,luangwae
Sphenoeacus afer,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Cape Grassbird,excisus
Sphenoeacus afer,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Cape Grassbird,natalensis
Sphenoeacus afer,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Cape Grassbird,intermedius
Sphenoeacus afer,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Cape Grassbird,afer
Achaetops afer,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Cape Grassbird,afer
Achaetops pycnopygius,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Rockrunner,afer
Achaetops pycnopygius,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Rockrunner,pycnopygius
Achaetops pycnopygius,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Rockrunner,spadix
Macrosphenus pycnopygius,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Rockrunner,spadix
Macrosphenus flavicans,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Yellow Longbill,spadix
Macrosphenus flavicans,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Yellow Longbill,flavicans
Macrosphenus flavicans,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Yellow Longbill,hypochondriacus
Macrosphenus kempi,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Kemp's Longbill,hypochondriacus
Macrosphenus kempi,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Kemp's Longbill,kempi
Macrosphenus kempi,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Kemp's Longbill,flammeus
Macrosphenus concolor,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Grey Longbill,flammeus
Macrosphenus pulitzeri,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Pulitzer's Longbill,flammeus
Macrosphenus kretschmeri,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Kretschmer's Longbill,flammeus
Macrosphenus kretschmeri,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Kretschmer's Longbill,kretschmeri
Macrosphenus kretschmeri,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Kretschmer's Longbill,griseiceps
Sylvietta kretschmeri,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Kretschmer's Longbill,griseiceps
Sylvietta brachyura,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Northern Crombec,griseiceps
Sylvietta brachyura,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Northern Crombec,brachyura
Sylvietta brachyura,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Northern Crombec,carnapi
Sylvietta brachyura,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Northern Crombec,leucopsis
Sylvietta whytii,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-faced Crombec,leucopsis
Sylvietta whytii,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-faced Crombec,loringi
Sylvietta whytii,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-faced Crombec,jacksoni
Sylvietta whytii,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-faced Crombec,minima
Sylvietta whytii,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-faced Crombec,whytii
Sylvietta philippae,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Philippa's Crombec,whytii
Sylvietta rufescens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Long-billed Crombec,whytii
Sylvietta rufescens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Long-billed Crombec,adelphe
Sylvietta rufescens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Long-billed Crombec,flecki
Sylvietta rufescens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Long-billed Crombec,ansorgei
Sylvietta rufescens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Long-billed Crombec,pallida
Sylvietta rufescens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Long-billed Crombec,resurga
Sylvietta rufescens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Long-billed Crombec,rufescens
Sylvietta rufescens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Long-billed Crombec,diverga
Sylvietta isabellina,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Somali Crombec,diverga
Sylvietta ruficapilla,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-capped Crombec,diverga
Sylvietta ruficapilla,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-capped Crombec,schoutedeni
Sylvietta ruficapilla,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-capped Crombec,rufigenis
Sylvietta ruficapilla,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-capped Crombec,chubbi
Sylvietta ruficapilla,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-capped Crombec,makayii
Sylvietta ruficapilla,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-capped Crombec,ruficapilla
Sylvietta ruficapilla,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Red-capped Crombec,gephyra
Sylvietta virens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Green Crombec,gephyra
Sylvietta virens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Green Crombec,flaviventris
Sylvietta virens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Green Crombec,virens
Sylvietta virens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Green Crombec,baraka
Sylvietta virens,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Green Crombec,tando
Sylvietta denti,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Lemon-bellied Crombec,tando
Sylvietta denti,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Lemon-bellied Crombec,hardyi
Sylvietta denti,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Lemon-bellied Crombec,denti
Sylvietta leucophrys,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",White-browed Crombec,denti
Sylvietta leucophrys,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",White-browed Crombec,leucophrys
Sylvietta leucophrys,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",White-browed Crombec,chloronota
Sylvietta leucophrys,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",White-browed Crombec,chapini
Cryptillas leucophrys,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",White-browed Crombec,chapini
Cryptillas victorini,Passeriformes,Macrosphenidae,"Crombecs, African Warblers",Victorin's Warbler,chapini
Cryptillas victorini,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Victorin's Warbler,chapini
Abroscopus victorini,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Victorin's Warbler,chapini
Abroscopus superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Warbler,chapini
Abroscopus superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Warbler,flaviventris
Abroscopus superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Warbler,drasticus
Abroscopus superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Warbler,smythiesi
Abroscopus superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Warbler,superciliaris
Abroscopus superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Warbler,euthymus
Abroscopus superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Warbler,bambusarum
Abroscopus superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Warbler,sakaiorum
Abroscopus superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Warbler,papilio
Abroscopus superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Warbler,schwaneri
Abroscopus superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Warbler,vordermani
Abroscopus albogularis,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Rufous-faced Warbler,vordermani
Abroscopus albogularis,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Rufous-faced Warbler,albogularis
Abroscopus albogularis,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Rufous-faced Warbler,hugonis
Abroscopus albogularis,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Rufous-faced Warbler,fulvifacies
Abroscopus schisticeps,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Black-faced Warbler,fulvifacies
Abroscopus schisticeps,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Black-faced Warbler,schisticeps
Abroscopus schisticeps,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Black-faced Warbler,flavimentalis
Abroscopus schisticeps,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Black-faced Warbler,ripponi
Phyllergates schisticeps,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Black-faced Warbler,ripponi
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,ripponi
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,coronatus
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,thais
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,malayanus
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,cucullatus
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,cinereicollis
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,viridicollis
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,philippinus
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,everetti
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,riedeli
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,meisei
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,hedymeles
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,stentor
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,relictus
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,sulanus
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,dumasi
Phyllergates cucullatus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Mountain Tailorbird,batjanensis
Phyllergates heterolaemus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Rufous-headed Tailorbird,batjanensis
Tickellia heterolaemus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Rufous-headed Tailorbird,batjanensis
Tickellia hodgsoni,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Broad-billed Warbler,batjanensis
Tickellia hodgsoni,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Broad-billed Warbler,hodgsoni
Tickellia hodgsoni,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Broad-billed Warbler,tonkinensis
Horornis hodgsoni,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Broad-billed Warbler,tonkinensis
Horornis seebohmi,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Philippine Bush Warbler,tonkinensis
Horornis diphone,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Japanese Bush Warbler,tonkinensis
Horornis diphone,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Japanese Bush Warbler,riukiuensis
Horornis diphone,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Japanese Bush Warbler,cantans
Horornis diphone,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Japanese Bush Warbler,restrictus
Horornis diphone,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Japanese Bush Warbler,diphone
Horornis canturians,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Manchurian Bush Warbler,diphone
Horornis canturians,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Manchurian Bush Warbler,canturians
Horornis canturians,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Manchurian Bush Warbler,borealis
Horornis annae,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Palau Bush Warbler,borealis
Horornis carolinae,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Tanimbar Bush Warbler,borealis
Horornis parens,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Shade Bush Warbler,borealis
Horornis haddeni,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Bougainville Bush Warbler,borealis
Horornis ruficapilla,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Fiji Bush Warbler,borealis
Horornis ruficapilla,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Fiji Bush Warbler,ruficapilla
Horornis ruficapilla,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Fiji Bush Warbler,badiceps
Horornis ruficapilla,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Fiji Bush Warbler,castaneopterus
Horornis ruficapilla,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Fiji Bush Warbler,funebris
Horornis fortipes,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Brown-flanked Bush Warbler,funebris
Horornis fortipes,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Brown-flanked Bush Warbler,pallidus
Horornis fortipes,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Brown-flanked Bush Warbler,fortipes
Horornis fortipes,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Brown-flanked Bush Warbler,davidianus
Horornis fortipes,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Brown-flanked Bush Warbler,robustipes
Horornis brunnescens,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Hume's Bush Warbler,robustipes
Horornis acanthizoides,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Bush Warbler,robustipes
Horornis acanthizoides,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Bush Warbler,acanthizoides
Horornis acanthizoides,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Yellow-bellied Bush Warbler,concolor
Horornis vulcanius,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Sunda Bush Warbler,concolor
Horornis vulcanius,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Sunda Bush Warbler,sepiarius
Horornis vulcanius,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Sunda Bush Warbler,flaviventris
Horornis vulcanius,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Sunda Bush Warbler,vulcanius
Horornis vulcanius,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Sunda Bush Warbler,kolichisi
Horornis vulcanius,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Sunda Bush Warbler,everetti
Horornis vulcanius,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Sunda Bush Warbler,banksi
Horornis vulcanius,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Sunda Bush Warbler,oreophilus
Horornis vulcanius,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Sunda Bush Warbler,palawanus
Horornis flavolivaceus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Aberrant Bush Warbler,palawanus
Horornis flavolivaceus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Aberrant Bush Warbler,flavolivaceus
Horornis flavolivaceus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Aberrant Bush Warbler,stresemanni
Horornis flavolivaceus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Aberrant Bush Warbler,intricatus
Horornis flavolivaceus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Aberrant Bush Warbler,weberi
Horornis flavolivaceus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Aberrant Bush Warbler,oblitus
Tesia flavolivaceus,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Aberrant Bush Warbler,oblitus
Tesia cyaniventer,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Grey-bellied Tesia,oblitus
Tesia olivea,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Slaty-bellied Tesia,oblitus
Tesia olivea,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Slaty-bellied Tesia,olivea
Tesia olivea,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Slaty-bellied Tesia,chiangmaiensis
Tesia everetti,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Russet-capped Tesia,chiangmaiensis
Tesia everetti,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Russet-capped Tesia,everetti
Tesia everetti,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Russet-capped Tesia,sumbawana
Tesia superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Javan Tesia,sumbawana
Cettia superciliaris,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Javan Tesia,sumbawana
Cettia cetti,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Cetti's Warbler,sumbawana
Cettia cetti,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Cetti's Warbler,cetti
Cettia cetti,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Cetti's Warbler,orientalis
Cettia cetti,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Cetti's Warbler,albiventris
